,Type,Size_or_Members,Shape,Data_type
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis,Dataset,5000,"(5000,)",float64
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/AIRTR01,Group,1,,
/AwakeEventData/AIRTR02,Group,1,,
/AwakeEventData/BLMITT41/Acquisition/normLosses,Dataset,40,"(40,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBV.412347,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBV.412344,Group,1,,
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/projPositionSet2,Dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelectStr,Dataset,4,"(4,)",|S10
/AwakeEventData/RPCAH.TSG4.RCIBV.412349,Group,1,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,Dataset,288,"(288,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensities,Dataset,288,"(288,)",float32
/AwakeEventData/TT41.BPM.412351_HF,Group,1,,
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430203/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS,Group,2,,
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/leftTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412350/Image/secondLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/verPosition,Dataset,32,"(32,)",float32
/AwakeEventData/TT41.BPM.412349/Acquisition,Group,9,,
/AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT43.BPM.430129/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR06/Acquisition,Group,1,,
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/acqTime,Dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BTV.412353/Image/offsetCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412353/Image/offsetCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/height,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition,Group,1,,
/AwakeEventData/TT43.BPM.430129/Acquisition,Group,9,,
/AwakeEventData/PMOTOR03/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT,Group,2,,
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2SEUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/screenSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,Dataset,100,"(100,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/acqTimeInCycle,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Image/secondLamp,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412353/Image/nbPtsInSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430129,Group,1,,
/AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet2,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412351/Acquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT43.BPM.430039/Acquisition,Group,9,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/range1Data,Dataset,1120,"(1120,)",int16
/AwakeEventData/EMETER04/Acq/outOfRange,Dataset,1,(),bool
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,Group,21,,
/AwakeEventData/TT41.BTV.412353/Acquisition/amplitudeSet2,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,Dataset,100,"(100,)",|S1
/AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/observables,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition,Group,11,,
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,Dataset,1,"(1,)",int32
/AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/SPS.BCTDC.41435/Acquisition/range2Data,Dataset,1120,"(1120,)",int16
/AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition,Group,1,,
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement/position,Dataset,1,(),|S128
/AwakeEventData/Plunger.412422/StartCounterSt,Group,1,,
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type,Dataset,1,"(1,)",int32
/AwakeEventData/awake.XAWAVS_UJ_PV136,Group,1,,
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/nbPtsInSet2,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,Dataset,1,"(1,)",int32
/AwakeEventData/BLMITT41/Acquisition/acqTime,Dataset,1,"(1,)",int32
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,Dataset,768,"(768,)",float64
/AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,Group,13,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,Dataset,1,(),bool
/AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/EMETER02/Acq/value,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430010/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/TT41.BTV.412350/Image/saturationThreshold,Dataset,1,"(1,)",int16
/AwakeEventData/SPS.BCTDC.51895/Acquisition/slowCycleTime,Dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412350/Acquisition/secondLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings,Group,4,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/position,Dataset,1,(),|S128
/AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/lParType,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition,Group,67,,
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/nbOfBpms,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/horPos,Dataset,14,"(14,)",float32
/__DATA_TYPES__,Group,2,,
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/acqDesc,Dataset,1,"(1,)",|S7
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,Dataset,1,(),bool
/AwakeEventData/TT41.BTV.412353/Acquisition/cameraSwitch,Dataset,1,"(1,)",int32
/AwakeEventData/BLMITT41/Acquisition/rawLosses,Dataset,40,"(40,)",int16
/AwakeEventData/VVGF.412423/State/value,Dataset,1,"(1,)",int16
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/position,Dataset,1,(),|S128
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/screenSelect,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition,Group,1,,
/AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/VTUAwake2Frep/NormalModeAcq,Group,1,,
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead,Group,9,,
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02,Group,2,,
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/RPCAH.TSG4.RQIF.430034,Group,1,,
/AwakeEventData/TT41.BTV.412353/Acquisition/videoGain,Dataset,1,"(1,)",int32
/AwakeEventData/awake.XAWAVS_UF_TT_AVG,Group,1,,
/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/verProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue,Dataset,5000,"(5000,)",float64
/AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BLMITT41/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Image/pixelCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/TT41.BTV.412350/Image/pixelCalSet2,Dataset,4,"(4,)",float64
/AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,Dataset,1,(),bool
/AwakeEventData/TT41.BTV.412350/Image/cameraSwitch,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/MPP-TSG41-WHEEL1-BI,Group,1,,
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,Dataset,1,"(1,)",|S17
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/saturationThreshold,Dataset,1,"(1,)",int16
/AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBH.430130,Group,1,,
/AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Image/deviceName,Dataset,1,"(1,)",|S15
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,Dataset,1,"(1,)",int64
/AwakeEventData/TT43.BPM.430129/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/beamSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Image/acqTime,Dataset,1,"(1,)",|S26
/AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353,Group,2,,
/AwakeEventData/TT41.BTV.412350,Group,2,,
/AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,Dataset,4620,"(4620,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBH.430040,Group,1,,
/AwakeEventData/VTUAwake2Fc/NormalModeAcq,Group,1,,
/AwakeEventData/TT43.BPM.430028,Group,1,,
/AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt,Group,1,,
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Image/secondLamp,Dataset,1,"(1,)",int16
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/SPS.BCTDC.41435/Acquisition,Group,31,,
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BPM.412349/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/EMETER05/Acq,Group,3,,
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412353/Acquisition/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/nbOfBpms,Dataset,1,"(1,)",int16
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage,Group,21,,
/AwakeEventData/TSG41.AWAKE-DENSITY-DATA,Group,2,,
/AwakeEventInfo/eventNumber,Dataset,1,(),int32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,Dataset,1,"(1,)",int64
/AwakeEventData/TT43.BPM.430203/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,Group,9,,
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/bpmNames,Dataset,14,"(14,)",|S18
/AwakeEventData/TT41.BTV.412353/Image/deviceName,Dataset,1,"(1,)",|S15
/AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBH.412353,Group,1,,
/AwakeEventData/TT41.BTV.412353/Acquisition/projPositionSet2,Dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,Dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet2,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/nbPtsPerProjInSet1,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/cycleTime,Dataset,1,"(1,)",|S26
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Image/nbDataSets,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventInfo/runNumber,Dataset,1,(),int32
/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,Group,1,,
/AwakeEventData/TT41.BTV.412353/Image/sigmaSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/sigmaSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/intensityRMS,Dataset,1,"(1,)",float64
/AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/LSSE2/Acq/position,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfIntensity,Dataset,1,"(1,)",float32
/AwakeEventData/AWAKEInjPhaseShifter,Group,1,,
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,Dataset,1,"(1,)",|S12
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1HadronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect_min,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412350/Acquisition/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,Group,10,,
/AwakeEventData/TT41.BTV.412353/Acquisition/acqMsg,Dataset,1,"(1,)",|S2
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/horPos,Dataset,12,"(12,)",float32
/AwakeEventData/awake.XAWAVS_DE_TT_AVG,Group,1,,
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet2,Dataset,300,"(1, 300)",float64
/AwakeEventData/TT41.BTV.412350/Image/imagePositionSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1SEUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData,Group,190,,
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement/position,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412426/Acquisition/cameraSwitch,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/position,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412350/Acquisition/sigmaSet2,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumNeutronFluence,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412350/Image/nbAcq,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,Group,21,,
/AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH01,Group,1,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg,Dataset,1,"(1,)",|S32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition,Group,9,,
/AwakeEventData/TT41.BTV.412353/Acquisition/tgSet1,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/tgSet2,Dataset,1,"(1, 1)",float64
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,Dataset,288,"(288,)",float32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH05,Group,1,,
/AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH04,Group,1,,
/AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,Dataset,32,"(32,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,Dataset,32,"(32,)",int32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,Dataset,1,(),bool
/AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition,Group,1,,
/AwakeEventData/SR.SCOPE43.CH07/Acquisition,Group,11,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/BLMITT41/Acquisition/alarmStatus,Dataset,40,"(40,)",int16
/AwakeEventData/RPCAH.TSG4.RQID.412347,Group,1,,
/AwakeEventData/RPCAH.TSG4.RQID.412344,Group,1,,
/AwakeEventData/TT41.BPM.412343/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/secondLamp_max,Dataset,1,"(1,)",int16
/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2MBUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBH.430309,Group,1,,
/AwakeEventData/Plunger.412401/StartCounterSt/value,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
